"Acelga", 23.91, 945
"Frambuesa", 2047.06, 95
"Papa", 20.60, 1090
"Ciruela", 939.68, 963
"Acelga", 20.53, 1080
"Pera", 171.72, 970
"Tomate", 730.13, 1053
"Repollo", 11.39, 693
"Batata", 15.74, 1070
"Melón", 96.60, 320
"Choclo", 45.72, 258
"Ajo", 915.93, 120
"Repollo", 4.88, 770
"Durazno", 148.32, 664
"Tomate", 765.38, 729
"Kinoto", 37.81, 164
"Naranja", 13.59, 970
"Naranja", 20.11, 1160
"Sandía", 53.80, 945
